Date,Open,High,Low,Close,Volume
2021-12-03,160.498,161.42,156.298,158.361,120611703
2021-12-06,160.764,164.277,160.754,161.774,109854701
2021-12-07,165.443,167.899,164.728,167.505,123046188
2021-12-08,168.437,172.187,167.034,171.322,119565023
2021-12-09,171.156,172.959,170.192,170.812,111312750
2021-12-10,171.44,175.779,170.937,175.6,117933845
2021-12-13,177.219,178.22,171.762,171.97,156597949
2021-12-14,171.49,173.92,168.516,170.585,142437395
2021-12-15,171.352,175.65,168.615,175.451,133937852
2021-12-16,175.432,177.247,167.083,168.566,153479852
2021-12-17,166.278,169.751,166.043,167.466,200220608
